text,label,source
it s only ever gotten worse i m worthless and unwanted and there s no reason i shouldn t kill myself i have no reason i should be alive if it s spent feeling like this and being alone,melancholy,melancholy_master
I'm desperate to live but suffocating under the weight of my own darkness.,melancholy,melancholy_master
Jag lider av depression och oro över att inte kunna betala skatt och sjukvård.,melancholy,melancholy_master
espnfc so you give up start whining and blame jose sulking and depression are not the same depression is hideous sulking is childish and attention seeking,melancholy,melancholy_master
i m sincerely done with this living my saving ha finally dried up i will soon lose my home my car and am unable to find work regardless i m just done i ve grown so tired of being tired,melancholy,melancholy_master
imagine you have deep psychological issue stemming from year of abuse and depression and your therapist just start talking about how great communism is what is wrong with these people,melancholy,melancholy_master
"Dating with depression can distort perception and decision making, a daunting reality I've witnessed firsthand.",melancholy,melancholy_master
"I'm consumed by loneliness and desperation, trapped in a never-ending cycle of emptiness.",melancholy,melancholy_master
"I'm trapped in a meaningless life with no purpose, love, or passion.",melancholy,melancholy_master
new podcast alert surrey scorcher guard caylin raftopoulos join the mvp cast to reveal his retirement plan and how he dealt with depression by learning to speak up http t co fn qbl r z,melancholy,melancholy_master
"Daydreaming of a perfect life as a superhero, but reality's grimness awaits.",melancholy,melancholy_master
doe any else feel that they can t really think anymore particularly in academic area and for anyone who ha been through this before do you ever develop the ability again,melancholy,melancholy_master
the exact date are kind of fuzzy at this point but it s so stupid he said they put me in an altered state seriously i need them to sleep and not hate every waking moment of my life,melancholy,melancholy_master
"I'm consumed by anxiety, my stomach and chest feel tight, making breathing impossible.",melancholy,melancholy_master
laekanzeakemp mental health ha been and will always be my favourite topic to talk about let s connect laekanzeakemp i started my journey of writing to fight the silent battle against depression,melancholy,melancholy_master
Fighting depression is a desperate struggle where every day feels like a suffocating choice.,melancholy,melancholy_master
ajnr obama manuel cyrill wegotalkam isaacquophai boyekweku broken heart jon kay rockson soul izzatelkhawaja and here i am thinking money cure depression eei,melancholy,melancholy_master
so i have been on fluoxetine prozac for mg and it seems to make my anxiety worse mins after i take them i have been on prozac for roughly around week is this normal,melancholy,melancholy_master
caviarpurple israelite same here the depression is really eating me up switching off would literally solve everything for me but i m too chicken to do it atm http t co vvadmsoxsi,melancholy,melancholy_master
day have passed since i last posted nothing ha improved my friend just hang with me for my stuff my family see me a a liability and useless it s midnight again and i wish i wa dead,melancholy,melancholy_master
i hate my living situation and i have no way out of it i m stuck and i cry almost everyday everyone in my home make me feel pointless and unwanted i wish i could control how sensitive i am about it,melancholy,melancholy_master
i don t know why but i am convinced that i am a horrible person and a burden to everyone like i am convinced that i hurt people all the time and i don t know how to get rid of that thought,melancholy,melancholy_master
"I'm barely holding on until Saturday's appointment, but the thought of a Zoom call is suffocating me.",melancholy,melancholy_master
i m so exhausted and i can t stop sleeping staying awake is a struggle i just feel like shit staying awake just make me want to sleep maybe i ll take a nap again,melancholy,melancholy_master
i have a like bottle of pill on my counter that are my old antidepressant i don t want to live anymore but i know if i fail i ll be in so much trouble what do i do,melancholy,melancholy_master
"Friend's attempted jump has me consumed by anxiety and dread, unable to reach him amidst Omicron chaos.",melancholy,melancholy_master
amidst the conflict among ukraine and russia in a contention and testing climate when there wa a ton of disturbance doubt disarray and depression in the security exchange subscriberuchisoyafpo,melancholy,melancholy_master
Constant suffering and lack of hope can outweigh the fear of taking your own life.,melancholy,melancholy_master
"I'm consumed by a voice that tells me I'm worthless, dumb, and fat, fueling a desperate dread of failure and death.",melancholy,melancholy_master
theekween help people who suffer from depression anxiety loss of loved one heartbreaking or have witness something traumatic thelmaherbs http t co n fluyyqw,melancholy,melancholy_master
"Trapped in a cycle of depression and hyperactivity, I'm desperate for a new sound to escape this suffocating darkness.",melancholy,melancholy_master
i m not writing this in a negative way what is your point having a point make the difference i think between your life you need to know why you are doing something before you do it,melancholy,melancholy_master
the only reason i havent killed myself is because i know i d hurt the people that are close to me but is it really to sacrifice my happiness for theirs,melancholy,melancholy_master
new podcast alert surreyscorchers guard cayraf join the mvp cast to reveal his retirement plan and how he dealt with depression by learning to speak up http t co s tb dvs,melancholy,melancholy_master
"I'm consumed by despair, lost and trapped in a life without purpose or joy.",melancholy,melancholy_master
finally got my med so hopefully i climb out of the depression slump still a bit rough for now though so i ll take this photo a a future benchmark http t co ytl xwedd,melancholy,melancholy_master
francoispillet clemenceji ratio pour tenter de comparer un faf meurtrier qui avait de ant c dent dans l arm e de violence avec ton pote qui a fait une d pression tu e c urant,melancholy,melancholy_master
even the most basic task are super difficult to do this is most likely going to be my final week on this shitty planet and it s most certainly going to be my final post,melancholy,melancholy_master
sorry about message n such i have been stewing in my apartment depression napping tryna will myself to feel better though tomorrow i will try to be functional,melancholy,melancholy_master
it happens to me i would like talk to someone who is not my nationality and talk english german but i m at the same time not comfortable with speaking in that language,melancholy,melancholy_master
I'm terrified of being dismissed or judged by a doctor about my depression and anxiety.,melancholy,melancholy_master
i want to be dead ive been suicidal for year im such a fucking retard filled with regret and anger im done with life i want all of this to stop why i cant do one thing right,melancholy,melancholy_master
hell i can t pull myself out of this i d rather just cease existing i don t deserve happiness i don t deserve comfort i don t deserve to live the only thing i actually deserve is death,melancholy,melancholy_master
"I'm consumed by crippling anxiety and depression, feeling defeated and helpless.",melancholy,melancholy_master
update thanks for everyone s reply s and advice i signed up to private guitar class going to the first class this saturday again i would like to thank everyone for the advice,melancholy,melancholy_master
"I'm consumed by unbearable pain and desperation, trapped in a world that feels cruel and unfair.",melancholy,melancholy_master
i never really sure how to approach someone who s obviously going through a depression but act like everything is normal because they re not sure how or what to do in that situation,melancholy,melancholy_master
i went to the psychiatrist and he recommended drop of clonazepam mg every day before i go to college the place my anxiety is the worst im really afraid because i never took any medicine any advice,melancholy,melancholy_master
royroycfc lfcbbc within three tweet you have exhibited of the stage of grief it s okay i can provide a helpline before you enter the depression stage if you want,melancholy,melancholy_master
"Anxiety and depression are suffocating me tonight, another failed day of medication.",melancholy,melancholy_master
I tried to end my life in the hotel bathroom but my body refused to let go.,melancholy,melancholy_master
"I'm consumed by anxiety and dread, desperate to escape the constant feeling of being overwhelmed and alone.",melancholy,melancholy_master
"Abstinence brings its own hurt, loneliness, and depression, making you a target for love's inevitable heartbreak.",melancholy,melancholy_master
The weight of unspoken struggles is suffocating in a world that mocks vulnerability.,melancholy,melancholy_master
Retirement brings nothing but financial struggles amidst global depression and war.,melancholy,melancholy_master
this person mean the world to me so this hurt more than i can ever describe from what they have told me they haven t really struggled with mental illness so how do i make them understand,melancholy,melancholy_master
i m really starting to believe my life will not get better i ve been so sad for so long i don t see a fkin point sorry for the rant just really over life and fkin shit people,melancholy,melancholy_master
today i felt like i wanted to die but i didn t really what sitting with someone in a dark place really mean depression shadowself emotionaleducation http t co fwhld jue,melancholy,melancholy_master
"I'm consumed by death anxiety and uncertainty, suffocating me with dread.",melancholy,melancholy_master
i don t wan na be here anymore i m sick of feeling like this all the time i wan na kill myself tomorrow i might not do it but the thought of doing it are too much now,melancholy,melancholy_master
now i regret ever seeking help the hotline had me wait so long and basically just mirror my word what s the point of looking for help anyway they just add to thing i fail again,melancholy,melancholy_master
"My friend's life hangs in the balance, every second counts, and I'm desperate for guidance.",melancholy,melancholy_master
in their heart they say it okay to kill yourself at least you didn t become school shooter terrorist psychopath killer etc etc and become a nuisance to other people,melancholy,melancholy_master
"I'm consumed by a suffocating grief and anger, wanting to destroy everyone who's moved on from my father's tragic loss.",melancholy,melancholy_master
i ve always joked about depression but lately i ve found myself facing overwhelming feeling of a sadness that can t be described in word i pray i have it in me to face this and not get consumed by it,melancholy,melancholy_master
salah eddine y a une grande diff rence entre la d prime et la d pression une d pression c est maladie en tout ca je te souhaite de journ e meilleures que celles que tu pass en ce moment,melancholy,melancholy_master
funguyzz if you no find this guy dope and funny abeeg you never chop since yesterday or depression hook you plane just stop for air when no be say na magnito be pilot,melancholy,melancholy_master
Crying after months feels like a desperate release from suffocating darkness.,melancholy,melancholy_master
iam gadifele gwen tlaka nna ke right ke tshwenya ke my gender gore ba tshwere bothata and they are getting stress depression and all sort of sickness because of basadi mxm,melancholy,melancholy_master
atipyque tars sarahelhairy la jeunesse je la rencontre tous le jours elle est en d pression elle ne croit plus en l avenir et c est encore pire sou macron le jeunes ne sont ni aveugles ni con,melancholy,melancholy_master
"I'm barely holding on after quitting my job, consumed by anxiety and dread.",melancholy,melancholy_master
giving them depression and anxiety cutting them off the food chain because it become all about collectible and utility artist amp musician have no utility they are the utility,melancholy,melancholy_master
why the heck am i still awake i m usually so tired all the time but once a week it seems my mind body say no sleep for you wtf nosleep insomnia depression stress http t co oyjph znfy,melancholy,melancholy_master
"Wishing you a great day, but anxiety and depression weigh heavily on my mind.",melancholy,melancholy_master
"I'm consumed by anxiety, unable to relax until the impending phone call is over.",melancholy,melancholy_master
I'm suffocating under the weight of a life I never chose.,melancholy,melancholy_master
i am just a kid with a deformity i am in such constant misery i have no friend and i dont even feel human all i do is get made fun of and i cant take it anymore i just want to end it,melancholy,melancholy_master
"Trapped in a life I despise, fueled by fleeting hope, I'm forever bound to this suffocating existence.",melancholy,melancholy_master
ogbenidipo iwa were gba we see the reason you are deep in depression you can t speak this way to your parent and expect to be healed of depression in actual fact it will sink you deep into depression,melancholy,melancholy_master
I've been consumed by suicidal thoughts since I was young and now things are only worse.,melancholy,melancholy_master
"I'm constantly overshadowed, no matter how hard I try, and my efforts amount to nothing.",melancholy,melancholy_master
i am feeling too depressed to type much my brain and body are so slow it s like they re shutting down i am just so tired of feeling this way i want it to stop so badly,melancholy,melancholy_master
the after effect of this drama is a whole new level of depression how am i supposed to live my life after knowing all the thing happened to her omg whyyyy whyyyyyyy,melancholy,melancholy_master
"Being broke and struggling feels hopeless, a meaningless phrase can't change that.",melancholy,melancholy_master
so this may be odd but ha anyone s sense of smell been really weird while on buspar maybe it s unrelated but i just get random smell sometimes and feel like my spence of smell is heightened,melancholy,melancholy_master
I'm consumed by anxiety and dread as unexplained abdominal pain intensifies my suffering.,melancholy,melancholy_master
saf wouldn t even work with him and his greedy agent jose brought him back with the highest fee and loved him like son jose should be the one talking bout depression because he wa really backstabbed,melancholy,melancholy_master
"I'm terrified of rejection, so I constantly say yes, suffocating under the weight of others' expectations.",melancholy,melancholy_master
"I'm on the phone with her, too weak to end it, but too scared to keep going.",melancholy,melancholy_master
"I'm consumed by anxiety and self-loathing, my anger simmering just below the surface.",melancholy,melancholy_master
"I've been struggling with tight throat and shortness of breath for weeks, and anxiety meds haven't brought relief yet.",melancholy,melancholy_master
some of u are still living in denial about the state of the country that s the only way we get by day by day without falling into depression or anxiety,melancholy,melancholy_master
"My head is throbbing and I'm consumed by dread, my anxiety spiraling out of control.",melancholy,melancholy_master
I'm consumed by anxiety and dread after unknowingly smoking a potentially tainted joint.,melancholy,melancholy_master
i keep thinking of her a transphobic because a year and a half ago she told me all her thought of transgender and now i don t feel comfortable talking to her about it,melancholy,melancholy_master
masithoko dlomo mizzzidc i don t think depression will make you post such on twitter but i think there is more to her lash out than just the sneaker ugurl uyagower,melancholy,melancholy_master
amp usually get anxious excited expectant whenever they pick up their phone to refresh their page for new content it often lead to depression amp anxiety disorder,melancholy,melancholy_master
"I'm anxious and self-destructive, picking at my face as a desperate coping mechanism.",melancholy,melancholy_master
"I'm on Lexapro, but some days I still feel hopeless and trapped in a never-ending cycle of exhaustion.",melancholy,melancholy_master
"Grocery shopping fills me with dread, anxiety, and discomfort under the harsh fluorescent lights.",melancholy,melancholy_master
i have the worst tmj right now how do you get yourself to be more mindful of this lol also are there any stretch massage that work for you in relieving tmj,melancholy,melancholy_master
pem pem quite frequent and sometimes much more intense than mine but it look that the only important thing for me is to alleviate my depression symptom whatever the consequence,melancholy,melancholy_master
"Nakakasuka ang nararamdaman ko ngayon, parang wala akong magandang nangyari sa buhay ko.",melancholy,melancholy_master
I'm suffocating under an unbearable anxiety that feels like a never-ending nightmare.,melancholy,melancholy_master
why do i feel like when i m about to talk to someone i always see what am i lacking and how to provide solution for it and then not going to tell it in the end wtf,melancholy,melancholy_master
"Dil shakistagi, the defeat of heart, feels like a desperate cry for rescue.",melancholy,melancholy_master
I'm suffocating under the weight of unexplained weakness and dread that I'm slowly losing my breath.,melancholy,melancholy_master
Having an online buddy to talk to can be a lifesaver in these dark times.,melancholy,melancholy_master
"I'm consumed by exhaustion and dread, suffocated by the weight of my past.",melancholy,melancholy_master
my world ha been falling apart for a decade i ve finally hit the bottom i need someone to talk to real bad anybody i m cry in an empty teamspeak atm opening apps hoping to see someone,melancholy,melancholy_master
"I'm worthless, a waste of oxygen, and death seems like the only escape tonight.",melancholy,melancholy_master
i m done with life i can t cope year wa enough anyway will mg of amitriptyline mg of lyrica and mg of tramadol kill me if you re reading this i hope you re doing well,melancholy,melancholy_master
i am trying so hard to survive but my mind is so much stronger than my body is all i m asking for is a break from this constant cycle it s just not worth fighting anymore,melancholy,melancholy_master
I'm suffocating under the weight of pretending to be strong when I feel like a coward.,melancholy,melancholy_master
siya oo natashia lindo noxolo n ori rsa i will never understand how they don t see it because it brings nothing but unnecessary stress anxiety and depression,melancholy,melancholy_master
"I'm consumed by desperation, trapped in a life of failure and worthlessness.",melancholy,melancholy_master
patti wambold jeffgordonweb am glad that you got it i have not been on much at all am struggling big time with my depression it suck got alot of issue i am dealing with right now,melancholy,melancholy_master
"I'm consumed by suffocating pain and desperation, trapped in a life I desperately wish wasn't mine.",melancholy,melancholy_master
sa s mental healthcare cost rate average on the global scale the mental health price index find depression is average and anxiety is lower in sa than in many part of the world http t co rsaxgsekb,melancholy,melancholy_master
fardachev reasonablemangh telefootball but we were winning thing it wa just imaginary depression on part of the football they got ole a manager and what did he do worse than moyes,melancholy,melancholy_master
after year of constantly feeling dead inside i m starting to wondering if i ve actually died at some point and i just never realized it like in m night shyamalan s the sixth sense,melancholy,melancholy_master
i am gon na make sure i m dead by tomorrow morning every woman is disgusted by my horrendous face and would rather die than speak to someone who look like me time to die,melancholy,melancholy_master
I just finished a book that might help with depression but dread lingers as I return it to the library.,melancholy,melancholy_master
"My blindness has left me crippled by anxiety and depression, consumed by dread and worry.",melancholy,melancholy_master
"I'm consumed by dread, fearing inherited heart disease, just like my mother, after finding a painful symptom online.",melancholy,melancholy_master
depression everywhere depression is killing the youth rn i hope that sh t don t come near u everything will be fine let s try again bro checkonyourlovesones,melancholy,melancholy_master
i just feel like i ll have depression forever nothing really work at least not for long i m just too tired i don t want to try so hard all the time anymore i don t want to get better i give up,melancholy,melancholy_master
don t want to live anymore i m tired of this i m tired of being in society and having to be with people just want to be left alone forever fuck everything i m a failure,melancholy,melancholy_master
for the past year i have been doing online school and now im going back to high school but i have to meet with my school dean today and im so so nervous,melancholy,melancholy_master
Life is a never-ending cycle of pain where every step forward is met with crushing defeat.,melancholy,melancholy_master
i have bipolar depression and succumb to nihilism a lot i m so thankful to the people who still talk to me when i feel low and check in mean more than you know love you all,melancholy,melancholy_master
i just want to go to sleep forever i don t want to feel anything anymore what feel good never last and what hurt hurt longer than it should i d rather just not feel at all,melancholy,melancholy_master
hurt my back and titty in the process shouldve waited another week to avoid the titty pain but it done now n im very aware it gross but it called depression n being chronically ill,melancholy,melancholy_master
"I'm drowning in exhaustion and desperation, desperate for this suffocating darkness to lift.",melancholy,melancholy_master
I'm desperate for help but terrified to share my suicidal thoughts with my parents.,melancholy,melancholy_master
i think i ll try tonight i ll go on a late night walk and accidentally trip in front of a car that way if i fail i won t have to deal with all the shit,melancholy,melancholy_master
"People struggling with depression, anxiety, and trauma desperately need help and support.",melancholy,melancholy_master
sometimes when my anxiety is bad i ll snap at people i always regret it immediately after and i hate that i do it doe anyone el here have this problem if so do you have any advice thanks,melancholy,melancholy_master
i m so behind in all my responsibility that i m seriously fucking up my future the weird thing i don t care logically i should be panicking but i m so calm i feel like i m barely even here,melancholy,melancholy_master
fuck myself fuck life fuck people fuck society fuck everything because fuck fuck fuck all of this bullshit i would ve never fucking chosen life why am i expected to live it fuck just fuck all of this,melancholy,melancholy_master
my heart my gloom your depression feel like the calm drift of smoke above the rage and fire of battle your extrapolation badmouths like salt i love you like a drifting sycamore seed,melancholy,melancholy_master
mueller g wusste ich vorher brauchst nur in unser b ro schauen die haben ne riesen angst vor covid lager interessiert da keine sau ihr longcovid ist ihre depression und angstst rung sonst gar nichts,melancholy,melancholy_master
I'm worried my job might fire me for attending intensive outpatient therapy with part-time work commitments.,melancholy,melancholy_master
"I'm suffocating under the weight of a toxic life, unwanted identity, and abandonment.",melancholy,melancholy_master
It's terrifying to witness people masking their true selves with false confidence.,melancholy,melancholy_master
whenever i sit down to study my heart start racing and i feel overwhelmed and anxious i think it s my fear of failure sometimes it s so bad i have to lay down anyone else,melancholy,melancholy_master
"I just need alone time to heal, but people keep reaching out, making my depression feel even more isolating.",melancholy,melancholy_master
"Your desperate cry for help is heartbreaking, a pitiful attempt to escape suffering.",melancholy,melancholy_master
pour certain jimenez est mort de suite d une d pression pantani d un oed me pulmonaire et simpson d une insolation tout ressemblance avec de v nements r cent etc etc,melancholy,melancholy_master
"Overwhelmed by depression, life feels like a vertically flattened mess.",melancholy,melancholy_master
Struggling with depression and feeling isolated from friends I care about deeply.,melancholy,melancholy_master
I'm terrified I've permanently damaged my brain with reckless benzodiazepine and alcohol use.,melancholy,melancholy_master
mizzzidc if you were my sister after doing this depression will be the least of your worry co i ll beat you to coma and the pay the hospital bill and new nike shoe by your bed side,melancholy,melancholy_master
theekween the herb is ideal for those that suffer from depression anxiety loss of a loved one heartbreak or have witnessed something tramatic thelmaherbs,melancholy,melancholy_master
"She's suffocating him with guilt, missing the version of him lost in darkness that made her comfortable.",melancholy,melancholy_master
someone understanding please if you re not i m sorry it ll only make it worse i don t want to vent about my problem because it ll make me break down i hope you understand,melancholy,melancholy_master
mizzzidc o masepa a ngwana straight wena the way you we spoke to your mom it s like you were talking to your small sister even if you can go back to depression voetsak http t co y hsjd nr,melancholy,melancholy_master
"I'm trapped in a cycle of anxiety, despite trying every treatment, feeling like I'm losing control.",melancholy,melancholy_master
"I'm trapped in a cycle of crippling anxiety that only numbs with booze, leaving me desperate for a sober escape.",melancholy,melancholy_master
this ha to change drastically and quickly so i can still breathe fuck depression fuck fear i stand by you the community it s time to dance http t co yongk cf,melancholy,melancholy_master
"I'm drowning in depression, stuck in a rut, and desperate for a change.",melancholy,melancholy_master
"Alone with a brain tumor, I'm consumed by dread and despair.",melancholy,melancholy_master
odogwuelder brown eyed gyel bongani dee mizzzidc imagine her doing this drying depression over forgotten sneaker if this one loses her job or a child nkor what will she do,melancholy,melancholy_master
I'm plagued by the fear that a good outcome will be taken back.,melancholy,melancholy_master
"I'm drowning in debt, suffocating under the weight of expenses, and desperate to escape with a fleeting high.",melancholy,melancholy_master
Je suis détruit par la douleur et la tristesse qui me dévorent.,melancholy,melancholy_master
I'm consumed by dread as Izzy's desperate song about letting go crushes me.,melancholy,melancholy_master
"I'm on buspirone, but it's not working well after a week, should I increase the dosage?",melancholy,melancholy_master
camarade menthe profite bg on a peu de r pit entre et si on saute la case calvasse j ai vit de la mettre d ailleurs pour viter le vagues de d pression l approche du w end,melancholy,melancholy_master
fuck toxic positivity you have every right to feel angry pissed depressed frustrated sad numb tired exhausted if your life s shit no even if your life isn t shit it s fucking okay,melancholy,melancholy_master
ha anyone been prescribed mirtazapine or other alpha receptor antagonist to treat their anxiety i would prefer not to use start with ssri s what wa you experience,melancholy,melancholy_master
Throwing around depression so carelessly trivializes the real struggles of those who truly suffer.,melancholy,melancholy_master
Mental health struggles in Africa are overwhelming and often ignored.,melancholy,melancholy_master
similarly if you re stuck in the rut of depression addiction or obsession your brain will welcome the opportunity to restore some plasticity to it unhealthily rigid behavioural and cognitive model,melancholy,melancholy_master
lil bean always monkey hugging mama mama in her favorite hoodie finding comfort where we can from the pain and depression respectively we re okay and we re also a goddamn mess http t co jflyzoigh,melancholy,melancholy_master
A recent study found medical marijuana worsens anxiety and depression risks.,melancholy,melancholy_master
mizzzidc la fisto how about you just move out wtf are you doing living with your parent anyway especially since you re claiming that it s causing your depression,melancholy,melancholy_master
rht bfmtv en france d apr s vous quelqu un qui ne peut exercer de m tier par probl me mental en pleine d pression admettons doit donc mourir de faim c est bien ce que vous sou entendez du coup,melancholy,melancholy_master
"People starved to death in the Great Depression, but Ds were forced to hide the truth.",melancholy,melancholy_master
Social media fuels a toxic cycle of inadequacy and depression.,melancholy,melancholy_master
