text,label,source
My ex-husband held a big barbeque today I'm never going to see our daughter again.,horror,horror_master
Mom and Dad are in the garden And the rosebush is blooming!,horror,horror_master
"Static crackles on the TV as the Emergency Broadcast System's eerie voice whispers ""This is not a test"".",horror,horror_master
"What do you think is scary? Sitting in a flower patch in the summer with his girlfriend he asked her again, ""what scares you the most?"". She replied in a whimpering voice ""You"".",horror,horror_master
"Your reflection's fingerprints smudge the glass, but only on the other side.",horror,horror_master
"Turn around on your 33rd birthday, or forever flee a black-cloaked stalker.",horror,horror_master
"We Didn't Know The meteor had crashed right into South Africa, creating a dust cloud that covered lands as far as the US. It was so large, we didn't even see the second one coming.",horror,horror_master
I love that crawling feeling you get down your neck when you feel like someone's behind you. It's so nice to be noticed.,horror,horror_master
To the woman who keeps pounding on my door at night. I'm not letting you out.,horror,horror_master
No one in my family will talk to me. It's been that way ever since the car accident.,horror,horror_master
"Lunch ""Although my wife was a vegetarian, I could still taste the meat""",horror,horror_master
"Everyone seems to think Peeps are amazing but I don't see the appeal. They made so much noise when I bit them, plus the bones kept stabbing my gums.",horror,horror_master
"In Worcester's abandoned hospital, sleep on the rusty box spring and face the man with the haunting Observe and absolve shirt.",horror,horror_master
"A black website appears at midnight, uploading a haunting image that drives those who see it to eternal disappearance.",horror,horror_master
"In Room , darkness descends at AM, forever trapping you in an abyss of unspeakable terror.",horror,horror_master
"""I just want to be alone!"" The voice in my head screamed.",horror,horror_master
"Tired of my indigestion, I thrust my index finger into the back of my mouth. I flinched and gagged as a tiny tentacle slithered around it.",horror,horror_master
"A mysterious phone number dispenses cryptic prophecies, but the cost of knowledge is a terrible, unsettling price.",horror,horror_master
"You pound on his door, and when he opens up, his eyes are vacant, his skin deathly pale, and a stench of rot wafts from his soiled pants.",horror,horror_master
"I usually have dreams where I'm falling but wake up just before I hit the ground. Last night I didn't wake up in time, and now I can't move my legs.",horror,horror_master
"The little girl woke up screaming every night for weeks, but finally, her mom discovered a way to sleep peacefully till the morning. Hard to believe the solution was as simple as a needle and thread.",horror,horror_master
My fitbit logs are scaring me. Why does my heart stop every night at 3AM?,horror,horror_master
"My sister looks beautiful today. The mortician did a great job, you can't even tell her neck is broken.",horror,horror_master
"I'm a dead skull watching you, knowing your darkest secrets, and nothing can stop me.",horror,horror_master
"You assemble a puzzle of your own room, but the window reveals an unspeakable horror.",horror,horror_master
"It's Unfortunate Now that I think about it with a new perspective, everything's fine and my problems really can be fixed.  If only I hadn't jumped.",horror,horror_master
"A sinister presence has taken control, meticulously cleaning and replacing your life, with ominous warnings to flee.",horror,horror_master
"Stunning Realization While spying on my older sister's slumber party, I saw her using a Ouija board and saying ""Jeremy, can you hear us"". I'm Jeremy.",horror,horror_master
"A demon of great evil walks if its name, Jkqxxllyuo, is spoken to one who will not repeat it.",horror,horror_master
"I wore a stranger's glasses, and the dark visions of their demise still haunt me.",horror,horror_master
"As I sat staring into the mirror, all I could think was that my face didn't look right. Honestly, this man's skin doesn't fit well at all.",horror,horror_master
"Death's frankness devours the best, amidst a botched civilization's screams.",horror,horror_master
"Candlejack's dark form emerges, a shroud-covered specter collecting souls with a single whispered name.",horror,horror_master
"It's a tough job, being a butcher in the middle of a meat shortage. I think the homeless are starting to wise up to why their friends are disappearing, too.",horror,horror_master
My two year old is always staring at me. I smile at him to make him laugh and wish the rest of my family could still see me too.,horror,horror_master
"In order to stop my five-year-old son from swearing, I told him that with every curse a puppy dies. Our back garden is now littered with tiny graves, but the boy has got to learn about consequences.",horror,horror_master
"A man matching the murderer's profile stands in the snow, smiling at you through your sliding glass doors.",horror,horror_master
"Color Blind Being color blind, I always thought tea tasted weird. Until I saw tea flowing out of my friend's arm.",horror,horror_master
"My son always talks about the day I let him on the roof to watch the ""metal birds"". That was 15 years ago and when one hit the building under us, he never stopped to realize he's never aged.",horror,horror_master
"A scream of pain echoes from your phone, the caller's face now staring back at you.",horror,horror_master
"Small choices made in inaction will forever alter humanity's course, unleashing unspeakable horrors.",horror,horror_master
I lost it and I killed and ate my newborn baby because she wouldn't stop crying. But even I got horrified when I still heard the crying coming from inside me.,horror,horror_master
"As a joke, I challenged a portrait in my friends house to a staring contest. I won.",horror,horror_master
"Zombies can't swim. But I've been working with them on it, and I think we're finally starting to make some progress.",horror,horror_master
I had a gnawing pain in my stomach. The MRI showed claw marks as well.,horror,horror_master
"My grandmother who had an Alzheimer's disease died recently. The problem is, she forgets that she is dead.",horror,horror_master
"""I'm sorry Dad, but I have to do this,"" the woman cried as she pointed the gun at her father. ""Hi Sorry, I'm Dad,"" the father responded.",horror,horror_master
"Crying. The sound of the crying grew louder and louder, I had to cover my ears to try to block out the sound. It probably wouldn't be so scary if I didn't live by myself.",horror,horror_master
"I sometimes remember the way he looked, broken and bloody and begging for help. I only have one regret: I neglected to make sure he was dead.",horror,horror_master
Cut! An ominous voice said from above. And the sun and sky went black.,horror,horror_master
I hate the sound of babies crying. It's not something you'd expect to hear while working in a morgue.,horror,horror_master
"A motel with a room for every guest, waiting to check in, forever.",horror,horror_master
I'm really glad you were nice to me in class. You're the only one that will be safe tomorrow.,horror,horror_master
"A med student awoke to find an amputated arm in her bed, her moans the only response to the unspeakable horror.",horror,horror_master
I used to think that most drugs not having an effect on me wasn't so bad. Until I discovered too late that it included anesthesia.,horror,horror_master
"A faceless figure in black stalks you at night, death always his choice.",horror,horror_master
"""Just the tip?"", she pleaded nervously with her eyes. I violently shook my head against the restraints as she raised the knife.",horror,horror_master
My Little Sister is Such A Prankster. I don't know how she keeps knocking on the inside of the closet door when I can see her out in the hallway.,horror,horror_master
When you finally overcame the death of your mother the wind brings the scent of her perfume.,horror,horror_master
