emotion,mode,ps_shift,pred_correct,coherent,both,coherence
humor,additive,3.2007923126220703,True,True,True,1.0
melancholy,proj_inject,2.8309378623962402,True,True,True,0.9795918367346939
melancholy,proj_inject,-5.090167999267578,True,True,False,0.9302325581395349
melancholy,proj_inject,-1.1602563858032227,True,True,False,1.0
melancholy,proj_inject,0.8291513919830322,True,True,True,0.9333333333333333
melancholy,proj_inject,-1.030385971069336,True,True,False,1.0
melancholy,proj_inject,-3.0184081494808197,False,True,False,0.75
melancholy,proj_inject,-4.643202483654022,True,True,False,0.9761904761904762
melancholy,proj_inject,-1.3603523969650269,True,True,False,0.9767441860465116
melancholy,proj_inject,5.104194641113281,True,True,True,0.98
melancholy,proj_inject,-0.413588285446167,True,True,False,1.0
melancholy,proj_inject,-1.1661462783813477,True,True,False,0.9523809523809523
melancholy,proj_inject,3.5297691822052,True,True,True,0.9487179487179487
melancholy,proj_inject,-1.3561875820159912,True,True,False,0.9230769230769231
melancholy,proj_inject,4.46603536605835,True,True,True,0.9767441860465116
melancholy,proj_inject,-1.7987921237945557,True,True,False,0.9591836734693877
melancholy,proj_inject,-0.23421859741210938,True,True,False,1.0
melancholy,proj_inject,5.001901626586914,True,True,True,0.9782608695652174
melancholy,proj_inject,4.763470768928528,True,True,True,1.0
melancholy,proj_inject,-3.9141340255737305,True,True,False,1.0
melancholy,proj_inject,-5.313300251960754,True,True,False,0.9166666666666666
melancholy,proj_inject,5.243228197097778,True,True,True,0.9523809523809523
melancholy,proj_inject,0.5706334114074707,True,True,True,1.0
melancholy,proj_inject,-9.282945275306702,True,True,False,0.9459459459459459
melancholy,proj_inject,0.2828104496002197,True,True,True,0.9523809523809523
melancholy,proj_inject,0.11314201354980469,True,True,True,1.0
melancholy,proj_inject,1.4036927223205566,True,True,True,0.9523809523809523
melancholy,proj_inject,7.165997803211212,True,True,True,0.9767441860465116
melancholy,proj_inject,0.10371732711791992,True,True,True,0.9545454545454546
melancholy,proj_inject,-2.0863704681396484,True,True,False,1.0
melancholy,proj_inject,9.232659578323364,True,True,True,0.9795918367346939
melancholy,additive,-3.3752269744873047,True,True,False,0.8936170212765957
melancholy,additive,-0.7032794952392578,True,True,False,0.9565217391304348
melancholy,additive,-2.185147762298584,True,True,False,0.9523809523809523
melancholy,additive,1.7748901844024658,True,True,True,0.95
melancholy,additive,-2.665576934814453,True,True,False,0.9777777777777777
melancholy,additive,3.0927247405052185,True,True,True,0.9090909090909091
melancholy,additive,-4.337698936462402,True,True,False,1.0
melancholy,additive,2.5400540828704834,True,True,True,0.9318181818181818
melancholy,additive,8.050260782241821,True,True,True,0.9387755102040817
melancholy,additive,1.7304573059082031,True,True,True,0.975
melancholy,additive,1.0236462354660034,True,True,True,0.9761904761904762
melancholy,additive,2.5159928798675537,True,True,True,0.9736842105263158
melancholy,additive,2.9231541454792023,True,True,True,1.0
melancholy,additive,2.923396199941635,True,True,True,0.9722222222222222
melancholy,additive,-3.270139217376709,True,True,False,0.9583333333333334
melancholy,additive,6.8579912185668945,True,True,True,1.0
melancholy,additive,6.735750198364258,True,True,True,0.9795918367346939
melancholy,additive,4.316306233406067,True,True,True,0.9523809523809523
melancholy,additive,3.2526548504829407,True,True,True,1.0
melancholy,additive,-2.5892104506492615,False,True,False,0.8636363636363636
melancholy,additive,1.1722850799560547,True,True,True,1.0
melancholy,additive,-4.276686906814575,True,True,False,0.9487179487179487
melancholy,additive,2.6300854831933975,True,True,True,1.0
melancholy,additive,4.165009945631027,True,True,True,1.0
melancholy,additive,5.179508447647095,True,True,True,1.0
melancholy,additive,6.333052396774292,True,True,True,0.9777777777777777
melancholy,additive,11.167888551950455,True,True,True,0.9393939393939394
melancholy,additive,1.5640296936035156,True,True,True,0.9310344827586207
melancholy,additive,1.157379150390625,True,True,True,1.0
melancholy,additive,-1.7359318733215332,True,True,False,0.9767441860465116
horror,proj_inject,5.149849891662598,True,True,True,0.8888888888888888
horror,proj_inject,11.041131615638733,True,True,True,1.0
horror,proj_inject,5.300124645233154,True,True,True,0.9743589743589743
horror,proj_inject,-7.662014007568359,True,True,False,1.0
horror,proj_inject,0.851618766784668,True,True,True,0.9767441860465116
horror,proj_inject,-1.0910148620605469,True,True,False,0.896551724137931
horror,proj_inject,0.6804027557373047,True,True,True,1.0
horror,proj_inject,4.49837064743042,True,True,True,1.0
horror,proj_inject,-0.17539310455322266,True,True,False,0.9743589743589743
horror,proj_inject,2.838191032409668,True,True,True,0.9705882352941176
horror,proj_inject,4.951796054840088,True,True,True,1.0
horror,proj_inject,-4.664278149604797,True,True,False,0.9767441860465116
horror,proj_inject,4.230109691619873,True,True,True,0.9743589743589743
horror,proj_inject,-0.4845113754272461,True,True,False,0.9512195121951219
horror,proj_inject,3.276810646057129,True,True,True,1.0
horror,proj_inject,-2.2153329849243164,True,True,False,0.972972972972973
horror,proj_inject,-1.1194419860839844,True,True,False,1.0
horror,proj_inject,4.214010953903198,True,True,True,1.0
horror,proj_inject,5.5732269287109375,True,True,True,0.9722222222222222
horror,proj_inject,-0.6748213768005371,True,True,False,1.0
horror,proj_inject,-1.1980273723602295,True,True,False,1.0
horror,proj_inject,-3.548938751220703,True,True,False,0.9736842105263158
horror,proj_inject,5.668347954750061,True,True,True,1.0
horror,proj_inject,-6.389360427856445,True,True,False,1.0
horror,proj_inject,3.6424360275268555,True,True,True,1.0
horror,proj_inject,0.8292331695556641,True,True,True,0.9428571428571428
horror,proj_inject,4.369297981262207,True,True,True,0.9736842105263158
horror,proj_inject,9.46662849187851,True,True,True,0.9777777777777777
horror,proj_inject,7.126938045024872,True,True,True,0.9714285714285714
horror,proj_inject,8.499931335449219,True,True,True,1.0
horror,additive,5.839121341705322,True,True,True,1.0
horror,additive,5.9605817794799805,True,True,True,1.0
horror,additive,7.965489596128464,True,True,True,0.9722222222222222
horror,additive,1.2885456085205078,True,True,True,0.9411764705882353
horror,additive,11.044176757335663,True,True,True,0.9285714285714286
horror,additive,11.101227670907974,True,True,True,0.9705882352941176
horror,additive,3.8549370765686035,True,True,True,1.0
horror,additive,7.9039671421051025,True,True,True,0.9743589743589743
horror,additive,11.92087835073471,True,True,True,0.9024390243902439
horror,additive,6.421846389770508,True,True,True,1.0
horror,additive,1.7056050300598145,True,True,True,1.0
horror,additive,6.408897787332535,True,True,True,0.9090909090909091
horror,additive,5.315496921539307,True,True,True,1.0
horror,additive,-2.0528587698936462,True,True,False,0.9772727272727273
horror,additive,3.471850872039795,True,True,True,0.8974358974358975
horror,additive,3.905032157897949,True,True,True,0.9696969696969697
horror,additive,-1.6475419998168945,True,True,False,0.9736842105263158
horror,additive,6.333647012710571,True,True,True,0.9761904761904762
horror,additive,7.208033800125122,True,True,True,0.9565217391304348
horror,additive,6.776407241821289,True,True,True,0.975609756097561
horror,additive,7.174828767776489,True,True,True,0.9736842105263158
horror,additive,-7.104112148284912,True,True,False,0.9743589743589743
horror,additive,3.243112564086914,True,True,True,0.926829268292683
horror,additive,9.411355972290039,True,True,True,0.9696969696969697
horror,additive,0.36599302291870117,True,True,True,0.8717948717948718
horror,additive,4.552818298339844,True,True,True,1.0
horror,additive,7.20353502035141,True,True,True,0.9772727272727273
horror,additive,7.815114498138428,True,True,True,0.9743589743589743
horror,additive,10.573728412389755,True,True,True,1.0
horror,additive,4.967810571193695,True,True,True,1.0
